"",,,ANAPLAS-,"ARBO, OTHER",,,,CAMPYLO-,
ST. LAWRENCE,4.5,0.0,0.9,0.0,0.0,0.0,0.0,7.1,0.9
SARATOGA,0.9,0.4,14.7,0.0,0.4,0.0,0.0,17.0,0.0
SCHENECTADY,3.9,0.6,1.3,0.0,0.0,0.0,0.0,10.9,0.0
SCHOHARIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0
SCHUYLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.6,0.0
SENECA,5.6,0.0,0.0,0.0,0.0,0.0,0.0,28.2,0.0
STEUBEN,3.0,0.0,0.0,0.0,1.0,0.0,0.0,32.4,0.0
SUFFOLK,3.6,1.3,3.1,0.0,13.1,0.1,0.0,17.7,0.0
SULLIVAN,5.2,0.0,0.0,0.0,0.0,0.0,0.0,20.9,0.0
TIOGA,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.9,0.0
TOMPKINS,1.9,1.9,1.9,0.0,1.0,0.0,0.0,21.2,0.0
ULSTER,3.9,0.6,14.9,0.0,7.7,0.6,0.0,21.5,0.0
WARREN,4.6,3.1,0.0,0.0,1.5,0.0,0.0,16.8,0.0
WASHINGTON,0.0,0.0,34.9,0.0,0.0,0.0,0.0,26.9,0.0
WAYNE,3.2,1.1,0.0,0.0,0.0,0.0,0.0,28.1,0.0
WESTCHESTER,6.1,2.3,0.8,0.0,2.2,0.0,0.0,28.3,0.0
WYOMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0
YATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0
"",,,CRYPTO-,,DENGUE,,,,EHRLICH/ANAPLAS
"",CHLAMYDIA,CHIKUNGUNYA,SPORIDIOSIS,CYCLOSPORA,FEVER,E. COLI  O157,EHEC*,EHRLICHIOSIS,UNDETERMINED
ALBANY,514.8,1.0,1.3,0.0,0.0,0.7,1.6,0.0,0.0
ALLEGANY,222.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROOME,364.0,1.0,4.0,0.0,0.0,0.0,3.0,1.5,0.0
CATTARAUGUS,253.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
CAYUGA,303.2,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0
CHAUTAUQUA,378.7,0.0,4.5,0.0,0.0,0.8,1.5,0.0,0.0
CHEMUNG,344.6,0.0,1.1,0.0,0.0,0.0,1.1,0.0,0.0
CHENANGO,272.7,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
CLINTON,402.0,0.0,1.2,0.0,0.0,0.0,1.2,1.2,0.0
COLUMBIA,191.2,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.8
CORTLAND,373.7,2.0,4.1,0.0,0.0,0.0,2.0,0.0,0.0
DELAWARE,203.3,0.0,8.6,0.0,0.0,0.0,2.1,0.0,0.0
DUTCHESS,279.9,0.7,0.0,0.3,0.0,0.3,0.7,1.3,1.0
ERIE,544.0,0.1,1.3,0.0,0.1,0.3,0.9,0.0,0.1
ESSEX,152.2,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0
FRANKLIN,179.9,0.0,3.9,0.0,0.0,1.9,1.9,0.0,0.0
FULTON,337.1,0.0,1.8,0.0,1.8,0.0,0.0,0.0,0.0
GENESEE,254.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
GREENE,321.9,0.0,2.1,0.0,0.0,0.0,0.0,4.1,0.0
HAMILTON,188.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERKIMER,236.8,0.0,6.2,0.0,0.0,0.0,3.1,0.0,0.0
JEFFERSON,476.1,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0
LEWIS,158.4,0.0,33.2,0.0,7.4,0.0,3.7,0.0,0.0
LIVINGSTON,174.6,0.0,4.6,0.0,0.0,0.0,1.5,0.0,0.0
MADISON,221.0,0.0,9.7,0.0,0.0,0.0,1.4,1.4,0.0
MONROE,552.3,0.0,1.7,0.0,0.3,1.2,1.2,0.1,0.0
MONTGOMERY,286.6,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
NASSAU,257.1,1.0,0.7,0.2,0.3,0.5,1.3,0.1,0.0
NIAGARA,390.7,0.0,0.5,0.0,0.0,1.4,1.9,0.0,0.0
ONEIDA,338.6,0.0,8.1,0.0,0.0,0.9,2.6,0.0,0.0
ONONDAGA,570.3,0.4,2.6,0.0,0.4,0.4,1.5,0.0,0.0
ONTARIO,277.7,0.0,5.5,0.0,0.0,1.8,0.9,0.0,0.0
ORANGE,313.1,0.3,0.3,0.0,0.5,0.3,1.1,1.6,0.3
ORLEANS,388.3,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0
OSWEGO,384.6,0.0,5.0,0.0,0.0,0.8,0.8,0.8,0.0
OTSEGO,429.6,0.0,3.2,0.0,0.0,0.0,1.6,0.0,0.0
PUTNAM,147.5,1.0,0.0,0.0,0.0,1.0,1.0,7.0,1.0
RENSSELAER,389.6,0.6,1.3,0.0,0.0,0.6,0.6,0.0,0.0
ROCKLAND,230.9,0.3,0.6,0.0,0.6,0.9,0.6,1.6,0.3
ST. LAWRENCE,295.6,0.0,8.9,0.9,0.0,1.8,0.0,0.0,0.0
SARATOGA,216.6,0.0,2.2,0.0,0.0,0.0,1.8,0.0,0.0
SCHENECTADY,500.9,0.6,1.9,0.0,0.0,0.0,1.9,0.0,0.0
SCHOHARIE,292.0,0.0,3.1,0.0,0.0,3.1,3.1,0.0,0.0
SCHUYLER,265.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENECA,358.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEUBEN,245.3,0.0,4.1,0.0,1.0,0.0,2.0,0.0,0.0
SUFFOLK,237.2,0.1,0.5,0.2,0.3,0.3,1.1,4.5,0.1
SULLIVAN,337.8,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0
TIOGA,228.9,0.0,13.9,0.0,0.0,2.0,0.0,0.0,0.0
TOMPKINS,344.5,1.0,11.6,0.0,0.0,1.0,4.8,1.0,0.0
ULSTER,269.6,0.0,0.0,0.6,0.6,0.0,2.2,1.1,0.0
WARREN,281.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0
WASHINGTON,220.3,0.0,4.8,0.0,0.0,0.0,0.0,1.6,0.0
WAYNE,263.9,0.0,2.2,0.0,0.0,4.3,0.0,0.0,0.0
WESTCHESTER,338.6,1.7,1.2,0.5,0.6,0.2,1.3,0.3,0.0
WYOMING,197.4,0.0,4.8,0.0,0.0,2.4,2.4,0.0,0.0
YATES,202.7,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0
"",ENCEPHALITIS,,,,HEMOLYTIC,,,,
"",(NON-,,,HAEMOPHILUS,UREMIC,,HEPATITIS B,HEPATITIS B,HEPATITIS B
"",WESTNILE),GIARDIASIS,GONORRHEA,INFLUENZAE,SYNDROME,HEPATITIS A,ACUTE,PERINATAL*,CHRONIC
ALBANY,0.0,13.4,98.4,1.0,0.0,0.0,1.3,0.0,25.1
ALLEGANY,2.1,8.3,16.6,0.0,0.0,0.0,0.0,0.0,4.2
BROOME,0.0,6.6,49.6,1.0,0.0,0.0,0.0,0.0,6.6
CATTARAUGUS,0.0,6.3,20.3,1.3,0.0,0.0,0.0,0.0,5.1
CAYUGA,0.0,12.6,21.4,1.3,0.0,0.0,1.3,0.0,5.0
CHAUTAUQUA,0.8,15.8,19.5,3.0,0.0,0.0,0.0,0.0,2.3
CHEMUNG,0.0,6.8,27.1,5.6,0.0,0.0,0.0,0.0,5.6
CHENANGO,0.0,20.2,4.0,0.0,0.0,0.0,0.0,0.0,2.0
CLINTON,1.2,7.4,33.1,1.2,0.0,0.0,0.0,0.0,6.1
COLUMBIA,0.0,11.2,17.7,4.8,0.0,3.2,0.0,0.0,6.4
CORTLAND,0.0,4.1,26.5,0.0,0.0,0.0,0.0,0.0,8.2
DELAWARE,0.0,21.4,6.4,2.1,0.0,0.0,0.0,0.0,4.3
DUTCHESS,0.3,6.4,43.1,0.3,0.0,0.0,0.3,0.0,18.2
ERIE,0.3,13.0,125.6,1.1,0.1,0.4,0.1,0.0,15.7
ESSEX,0.0,7.7,7.7,0.0,0.0,0.0,0.0,0.0,0.0
FRANKLIN,0.0,7.7,13.5,1.9,0.0,0.0,0.0,0.0,5.8
FULTON,0.0,5.5,20.2,1.8,0.0,0.0,0.0,0.0,1.8
GENESEE,0.0,3.4,30.3,0.0,0.0,0.0,0.0,0.0,1.7
GREENE,0.0,4.1,18.6,2.1,0.0,0.0,0.0,0.0,4.1
HAMILTON,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9
HERKIMER,0.0,14.0,26.5,1.6,0.0,0.0,0.0,0.0,1.6
JEFFERSON,0.8,9.2,41.8,2.5,0.0,0.0,0.0,0.0,9.2
LEWIS,0.0,25.8,25.8,0.0,0.0,0.0,0.0,0.0,0.0
LIVINGSTON,0.0,13.9,6.2,3.1,0.0,0.0,0.0,0.0,1.5
MADISON,1.4,8.3,24.9,1.4,0.0,1.4,0.0,0.0,4.1
MONROE,0.8,4.8,154.5,1.6,0.1,0.1,0.1,12.0,13.5
MONTGOMERY,0.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
NASSAU,0.2,5.8,35.1,1.8,0.0,0.4,0.4,0.0,29.7
NIAGARA,0.9,2.8,87.3,1.4,0.0,0.0,0.5,0.0,5.6
ONEIDA,0.0,12.0,49.7,0.0,0.0,0.9,0.4,0.0,22.7
ONONDAGA,1.3,8.8,171.4,2.3,0.0,0.2,1.1,0.0,19.4
ONTARIO,0.9,7.3,25.7,0.9,0.9,0.0,0.0,0.0,2.7
ORANGE,0.0,8.0,54.0,1.3,0.0,0.3,0.5,0.0,9.6
ORLEANS,0.0,0.0,47.4,0.0,0.0,0.0,0.0,0.0,2.4
OSWEGO,0.0,16.5,22.3,1.7,0.0,0.8,0.0,0.0,4.1
OTSEGO,0.0,11.3,9.7,1.6,0.0,0.0,0.0,0.0,8.1
PUTNAM,2.0,7.0,13.0,1.0,0.0,1.0,0.0,0.0,8.0
RENSSELAER,0.0,5.6,57.5,1.9,0.0,0.0,0.0,0.0,11.3
ROCKLAND,0.6,6.5,24.0,1.2,0.0,0.3,1.2,0.0,17.1
ST. LAWRENCE,2.7,2.7,10.7,1.8,0.0,0.0,0.0,0.0,7.1
SARATOGA,0.0,11.2,17.0,0.0,0.0,0.0,0.0,0.0,9.8
SCHENECTADY,0.0,7.1,83.0,0.6,0.0,1.3,0.6,0.0,12.2
SCHOHARIE,0.0,18.8,3.1,0.0,0.0,0.0,0.0,0.0,0.0
SCHUYLER,0.0,21.7,5.4,0.0,0.0,0.0,0.0,0.0,0.0
SENECA,0.0,2.8,14.1,2.8,0.0,2.8,0.0,0.0,8.5
STEUBEN,0.0,9.1,25.3,1.0,1.0,2.0,0.0,0.0,3.0
SUFFOLK,0.4,6.3,37.1,0.9,0.0,0.4,0.2,0.0,16.4
SULLIVAN,0.0,13.0,30.0,6.5,0.0,0.0,0.0,0.0,9.1
TIOGA,0.0,11.9,19.9,2.0,0.0,0.0,0.0,0.0,11.9
TOMPKINS,0.0,24.1,61.8,1.0,0.0,1.0,1.9,0.0,16.4
ULSTER,0.6,7.7,35.4,0.6,0.0,0.0,0.0,0.0,13.3
WARREN,0.0,7.7,15.3,3.1,0.0,0.0,0.0,0.0,0.0
WASHINGTON,0.0,6.3,6.3,0.0,0.0,0.0,0.0,0.0,3.2
WAYNE,0.0,9.7,21.6,0.0,0.0,1.1,2.2,0.0,10.8
WESTCHESTER,0.5,9.5,48.4,0.8,0.0,0.4,0.3,0.0,23.9
WYOMING,0.0,2.4,4.8,0.0,0.0,0.0,0.0,0.0,2.4
YATES,4.0,11.9,8.0,0.0,0.0,0.0,0.0,0.0,11.9
"",,,"HERPES INF,",,LABORATORY,,LYMPHO-,
"",HEPATITIS C,"HEPATITIS C,",INFANT <60,,CONFIRMED,,GRANULOMA,
"",ACUTE,PAST/PRESENT,DAYS*,HIV**,INFLUENZA,LEGIONELLOSIS,VENEREUM,LISTERIOSIS
ALBANY,0.7,57.7,0.0,8.5,243.7,3.6,0.0,0.0
ALLEGANY,4.2,39.5,0.0,4.2,328.4,8.3,0.0,0.0
BROOME,5.1,93.1,0.0,7.1,325.5,3.5,0.0,0.5
CATTARAUGUS,3.8,88.7,0.0,1.3,73.5,2.5,0.0,0.0
CAYUGA,1.3,74.2,0.0,3.8,261.7,12.6,0.0,0.0
CHAUTAUQUA,3.0,84.9,74.6,6.8,271.3,1.5,0.0,0.0
CHEMUNG,3.4,66.7,106.6,4.5,144.6,6.8,0.0,0.0
CHENANGO,6.1,92.9,0.0,4.0,359.6,6.1,0.0,2.0
CLINTON,2.5,91.9,0.0,4.9,100.5,6.1,0.0,0.0
COLUMBIA,0.0,65.9,0.0,9.6,372.7,1.6,0.0,0.0
CORTLAND,12.3,96.0,0.0,8.2,181.7,6.1,0.0,0.0
DELAWARE,2.1,79.2,266.0,2.1,147.7,0.0,0.0,0.0
DUTCHESS,1.0,83.2,38.6,9.4,149.9,5.4,0.0,1.0
ERIE,1.3,83.7,0.0,11.4,227.9,6.8,0.0,0.4
ESSEX,5.2,72.2,0.0,0.0,121.3,2.6,0.0,0.0
FRANKLIN,9.7,73.5,0.0,5.8,185.7,3.9,0.0,0.0
FULTON,0.0,47.6,0.0,5.5,161.2,0.0,0.0,0.0
GENESEE,0.0,63.9,0.0,1.7,492.8,5.0,0.0,0.0
GREENE,0.0,80.5,0.0,4.1,220.8,4.1,0.0,2.1
HAMILTON,0.0,41.9,0.0,0.0,83.8,0.0,0.0,0.0
HERKIMER,0.0,60.8,0.0,6.2,373.9,1.6,0.0,0.0
JEFFERSON,0.0,59.4,0.0,5.0,186.6,6.7,0.0,0.0
LEWIS,0.0,22.1,0.0,3.7,265.2,0.0,0.0,0.0
LIVINGSTON,0.0,12.4,0.0,3.1,292.1,6.2,0.0,0.0
MADISON,1.4,42.8,0.0,6.9,333.0,1.4,0.0,0.0
MONROE,0.5,76.8,0.0,10.5,548.0,5.6,0.0,0.1
MONTGOMERY,4.0,68.1,0.0,10.0,162.3,6.0,0.0,0.0
NASSAU,0.5,42.3,0.0,10.4,238.0,5.7,0.0,0.7
NIAGARA,0.0,109.2,0.0,4.7,67.7,5.6,0.0,0.0
ONEIDA,2.1,57.8,37.9,6.4,686.3,2.6,0.0,0.0
ONONDAGA,0.9,81.1,0.0,11.7,330.3,2.6,0.0,0.2
ONTARIO,0.9,43.1,0.0,1.8,431.7,2.7,0.0,0.0
ORANGE,0.8,73.5,0.0,4.0,255.6,1.3,0.0,0.5
ORLEANS,0.0,52.1,0.0,2.4,222.6,16.6,0.0,0.0
OSWEGO,4.1,60.2,75.2,3.3,397.0,0.0,0.0,0.0
OTSEGO,1.6,73.0,0.0,4.9,132.9,0.0,0.0,0.0
PUTNAM,3.0,59.2,0.0,3.0,231.8,0.0,0.0,1.0
RENSSELAER,1.3,46.3,0.0,6.9,193.8,1.9,0.0,0.6
ROCKLAND,0.0,49.2,43.0,10.0,105.0,2.8,0.3,0.0
ST. LAWRENCE,3.6,82.2,0.0,6.3,348.3,0.9,0.0,0.0
SARATOGA,0.4,35.3,0.0,4.5,377.5,3.1,0.4,0.4
SCHENECTADY,0.0,69.5,0.0,7.7,258.8,0.6,0.0,0.0
SCHOHARIE,0.0,40.8,0.0,3.1,113.1,0.0,0.0,0.0
SCHUYLER,0.0,43.3,0.0,0.0,222.1,0.0,0.0,0.0
SENECA,2.8,104.5,0.0,2.8,273.9,0.0,0.0,0.0
STEUBEN,1.0,61.8,0.0,5.1,197.7,5.1,0.0,0.0
SUFFOLK,0.1,62.0,38.6,9.4,253.2,2.2,0.0,0.3
SULLIVAN,0.0,130.4,0.0,10.4,224.4,2.6,0.0,0.0
TIOGA,2.0,91.6,0.0,2.0,284.6,2.0,0.0,0.0
TOMPKINS,4.8,96.5,0.0,10.6,257.7,1.9,0.0,0.0
ULSTER,0.0,100.0,0.0,8.3,161.3,3.3,0.0,0.0
WARREN,0.0,76.5,0.0,7.7,134.7,4.6,0.0,0.0
WASHINGTON,0.0,33.3,0.0,0.0,198.1,1.6,0.0,0.0
WAYNE,0.0,69.2,104.2,4.3,600.2,2.2,0.0,0.0
WESTCHESTER,0.2,70.9,0.0,12.9,317.6,2.5,0.0,0.4
WYOMING,2.4,48.2,0.0,2.4,120.4,0.0,0.0,0.0
YATES,0.0,39.8,0.0,0.0,274.3,0.0,0.0,0.0
"",,,,,,MENINGITIS,,,
"",LYME,,,MENINGITIS,MENINGO-,OTHER BACT.,,,
"",DISEASE*,MALARIA,MEASLES,ASEPTIC,COCCAL,AND UNKNOWN,MUMPS,PERTUSSIS,Q FEVER
ALBANY,72.0,1.3,0.3,4.6,0.3,0.0,0.0,0.3,0.0
ALLEGANY,2.1,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0
BROOME,76.9,0.0,0.0,1.5,0.0,0.5,0.0,5.6,0.0
CATTARAUGUS,6.3,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0
CAYUGA,8.8,0.0,0.0,3.8,0.0,0.0,0.0,2.5,0.0
CHAUTAUQUA,4.5,0.0,0.0,3.8,0.8,0.8,0.0,40.6,0.0
CHEMUNG,33.9,1.1,0.0,0.0,0.0,0.0,0.0,15.8,0.0
CHENANGO,74.7,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CLINTON,30.6,0.0,0.0,8.6,0.0,1.2,0.0,65.0,0.0
COLUMBIA,474.0,0.0,0.0,6.4,0.0,0.0,0.0,16.1,0.0
CORTLAND,28.6,0.0,0.0,6.1,0.0,0.0,0.0,2.0,0.0
DELAWARE,53.5,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0
DUTCHESS,224.0,0.7,0.0,0.0,0.0,0.0,0.3,5.7,0.0
ERIE,3.3,1.1,0.0,4.3,0.0,0.8,0.0,10.0,0.2
ESSEX,82.6,0.0,0.0,2.6,0.0,0.0,0.0,18.1,0.0
FRANKLIN,17.4,0.0,0.0,1.9,0.0,0.0,0.0,44.5,0.0
FULTON,23.8,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0
GENESEE,6.7,0.0,0.0,1.7,0.0,1.7,0.0,16.8,0.0
GREENE,505.6,0.0,0.0,6.2,0.0,0.0,0.0,2.1,0.0
HAMILTON,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERKIMER,31.2,0.0,0.0,1.6,0.0,0.0,0.0,4.7,0.0
JEFFERSON,24.3,0.0,0.0,3.3,0.0,0.0,0.0,6.7,0.0
LEWIS,14.7,0.0,0.0,3.7,0.0,3.7,0.0,33.2,0.0
LIVINGSTON,1.5,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0
MADISON,9.7,0.0,0.0,11.1,0.0,0.0,0.0,4.1,0.0
MONROE,8.0,1.1,0.1,3.6,0.4,0.1,0.0,10.4,0.1
MONTGOMERY,36.1,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0
NASSAU,5.0,0.7,0.0,3.0,0.1,0.4,0.3,2.5,0.0
NIAGARA,3.3,0.0,0.0,6.1,0.0,0.5,0.0,7.0,0.0
ONEIDA,17.6,0.9,0.0,2.6,0.0,0.4,0.0,12.8,0.0
ONONDAGA,27.8,0.4,0.0,6.2,0.2,0.0,0.0,13.7,0.0
ONTARIO,13.7,0.0,0.0,4.6,0.9,0.0,0.0,1.8,0.0
ORANGE,139.8,0.3,0.3,0.0,0.0,0.3,0.0,6.4,0.0
ORLEANS,4.7,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0
OSWEGO,28.9,0.8,0.0,8.3,0.0,0.0,0.0,6.6,0.0
OTSEGO,85.9,0.0,0.0,3.2,0.0,0.0,0.0,13.0,0.0
PUTNAM,324.2,2.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0
RENSSELAER,268.9,0.6,0.6,4.4,0.0,0.6,0.0,0.6,0.0
ROCKLAND,75.7,0.3,0.3,10.6,0.0,0.3,0.0,14.3,0.0
ST. LAWRENCE,99.1,0.0,0.0,1.8,0.0,0.9,0.0,3.6,0.0
SARATOGA,75.9,0.0,0.0,2.2,0.0,0.9,0.0,1.8,0.0
SCHENECTADY,33.5,0.6,0.0,1.9,0.0,0.0,0.0,3.9,0.0
SCHOHARIE,62.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHUYLER,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENECA,5.6,0.0,0.0,2.8,0.0,0.0,0.0,5.6,0.0
STEUBEN,23.3,0.0,0.0,0.0,0.0,1.0,0.0,16.2,0.0
SUFFOLK,43.6,0.1,0.0,3.8,0.0,0.3,0.1,5.9,0.0
SULLIVAN,112.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIOGA,83.6,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0
TOMPKINS,99.4,1.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0
ULSTER,224.3,0.0,0.0,2.8,0.0,0.6,0.0,8.8,1.7
WARREN,70.4,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0
WASHINGTON,111.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0
WAYNE,7.6,0.0,0.0,2.2,0.0,1.1,0.0,19.5,0.0
WESTCHESTER,20.0,1.2,0.0,5.4,0.0,0.8,0.6,6.2,0.0
WYOMING,4.8,0.0,0.0,4.8,0.0,0.0,0.0,9.6,0.0
YATES,51.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"",,,,STREP GROUP A,STREP GROUP B,STREP PNEUMO,SYPHILIS,SYPHILIS
"",RMSF,SALMONELLOSIS,SHIGELLOSIS,INVASIVE,INVASIVE,INVASIVE,EARLY,LATE
ALBANY,0.0,8.1,2.6,4.6,12.7,5.5,12.7,7.5
ALLEGANY,0.0,16.6,0.0,2.1,2.1,4.2,0.0,0.0
BROOME,0.5,10.1,0.5,6.6,7.6,9.1,4.0,3.0
CATTARAUGUS,0.0,12.7,0.0,3.8,7.6,5.1,2.5,0.0
CAYUGA,1.3,10.1,0.0,5.0,11.3,18.9,0.0,0.0
CHAUTAUQUA,0.0,15.8,0.8,0.8,15.0,11.3,3.0,2.3
CHEMUNG,0.0,28.2,0.0,5.6,12.4,14.7,1.1,10.2
CHENANGO,0.0,20.2,0.0,6.1,16.2,12.1,2.0,0.0
CLINTON,0.0,8.6,0.0,8.6,9.8,9.8,4.9,1.2
COLUMBIA,4.8,17.7,1.6,3.2,6.4,11.2,4.8,1.6
CORTLAND,0.0,14.3,0.0,2.0,8.2,6.1,10.2,0.0
DELAWARE,0.0,19.3,0.0,4.3,10.7,12.8,0.0,0.0
DUTCHESS,0.3,11.8,1.3,2.7,10.4,6.1,6.7,8.1
ERIE,0.0,9.0,0.4,4.2,8.3,7.0,7.0,7.0
ESSEX,0.0,23.2,0.0,2.6,7.7,10.3,0.0,0.0
FRANKLIN,0.0,13.5,0.0,1.9,9.7,13.5,0.0,0.0
FULTON,0.0,12.8,0.0,1.8,11.0,12.8,5.5,1.8
GENESEE,0.0,25.2,0.0,3.4,8.4,13.5,1.7,1.7
GREENE,2.1,8.3,0.0,6.2,12.4,8.3,14.4,4.1
HAMILTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERKIMER,0.0,4.7,4.7,1.6,10.9,17.1,1.6,0.0
JEFFERSON,0.0,17.6,0.8,0.8,5.9,4.2,4.2,2.5
LEWIS,0.0,11.1,0.0,3.7,18.4,0.0,7.4,0.0
LIVINGSTON,0.0,9.3,1.5,1.5,4.6,12.4,9.3,0.0
MADISON,0.0,15.2,0.0,1.4,12.4,11.1,5.5,0.0
MONROE,0.0,9.6,1.3,4.9,8.9,5.6,7.5,8.9
MONTGOMERY,0.0,4.0,2.0,4.0,10.0,10.0,12.0,2.0
NASSAU,0.1,8.8,4.6,3.4,8.1,6.3,9.7,4.0
NIAGARA,0.0,7.0,0.0,4.7,7.9,5.6,1.9,1.4
